id_commande,date_commande,produit,categorie,sous_categorie,region,province,quantite,chiffre_affaires,marge,remise,prix_unitaire,segment_client,mode_livraison,taux_marge,mois,annee,vente_a_perte
15878,2010-11-04,"Array¨ Parchment Paper, Assorted Colors",Office Supplies,Paper,Atlantic,Nova Scotia,36,275.06,-237.87,0.05,7.28,Corporate,Regular Air,-0.8647931360430452,2010-11-01,2010,True
16133,2009-09-25,Tensor Computer Mounted Lamp,Furniture,Office Furnishings,Atlantic,Nova Scotia,1,27.96,-9.13,0.17,14.89,Small Business,Regular Air,-0.32653791130185983,2009-09-01,2009,True
16612,2009-02-13,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Technology,Office Machines,Atlantic,Nova Scotia,45,3699.22,565.18,0.05,80.97,Home Office,Delivery Truck,0.1527835597774666,2009-02-01,2009,False
16612,2009-02-13,Xerox 1997,Office Supplies,Paper,Atlantic,Nova Scotia,6,48.93,-38.72,0.0,6.48,Home Office,Regular Air,-0.791334559574903,2009-02-01,2009,True
16967,2011-08-19,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Technology,Computer Peripherals,Atlantic,Nova Scotia,5,397.55,-152.47,0.08,83.1,Corporate,Regular Air,-0.3835240850207521,2011-08-01,2011,True
16967,2011-08-19,Xerox Blank Computer Paper,Office Supplies,Paper,Atlantic,Nova Scotia,34,676.26,181.98,0.06,19.98,Corporate,Regular Air,0.2690976843225978,2011-08-01,2011,False
18432,2011-03-12,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Office Furnishings,Atlantic,Nova Scotia,42,451.32,1.16,0.04,10.64,Corporate,Regular Air,0.0025702384117699192,2011-03-01,2011,False
18432,2011-03-12,Holmes Odor Grabber,Office Supplies,Appliances,Atlantic,Nova Scotia,15,217.66,-24.91,0.1,14.42,Corporate,Express Air,-0.11444454654047598,2011-03-01,2011,True
18432,2011-03-12,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,Atlantic,Nova Scotia,5,1374.67,-126.34,0.08,279.81,Corporate,Delivery Truck,-0.09190569373013159,2011-03-01,2011,True
18432,2011-03-12,Avery Hi-Liter¨ Smear-Safe Highlighters,Office Supplies,Pens & Art Supplies,Atlantic,Nova Scotia,12,76.42,20.44,0.02,5.84,Corporate,Express Air,0.2674692488877257,2011-03-01,2011,False
18464,2012-03-28,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,Atlantic,Nova Scotia,27,4891.86,253.14,0.02,180.98,Small Business,Delivery Truck,0.05174718818608873,2012-03-01,2012,False
18464,2012-03-28,Bush Mission Pointe Library,Furniture,Bookcases,Atlantic,Nova Scotia,37,6039.1,-345.92,0.01,150.98,Small Business,Delivery Truck,-0.05728005828683082,2012-03-01,2012,True
18464,2012-03-28,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,Atlantic,Nova Scotia,31,206.49,80.07,0.05,6.45,Small Business,Regular Air,0.3877669620804881,2012-03-01,2012,False
18464,2012-03-28,Revere Boxed Rubber Bands by Revere,Office Supplies,Rubber Bands,Atlantic,Nova Scotia,41,80.54,-18.72,0.01,1.89,Small Business,Regular Air,-0.23243109014154453,2012-03-01,2012,True
18754,2009-09-25,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,Atlantic,Nova Scotia,8,1217.62,-221.5,0.03,140.98,Small Business,Delivery Truck,-0.18191225505494327,2009-09-01,2009,True
18754,2009-09-25,Talkabout T8367,Technology,Telephones and Communication,Atlantic,Nova Scotia,32,1725.0325,206.35,0.08,65.99,Small Business,Regular Air,0.11962093467804229,2009-09-01,2009,False
19905,2012-08-12,Avery 506,Office Supplies,Labels,Atlantic,Nova Scotia,20,82.97,32.5,0.04,4.13,Home Office,Regular Air,0.3917078462094733,2012-08-01,2012,False
19905,2012-08-12,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,Atlantic,Nova Scotia,25,13701.35,-3687.65,0.01,550.98,Home Office,Delivery Truck,-0.2691450112580147,2012-08-01,2012,True
20256,2012-01-31,"Iris¨ 3-Drawer Stacking Bin, Black",Office Supplies,Storage & Organization,Atlantic,Nova Scotia,24,512.83,-221.56,0.01,20.89,Small Business,Regular Air,-0.4320340073708636,2012-01-01,2012,True
20386,2010-02-27,Bagged Rubber Bands,Office Supplies,Rubber Bands,Atlantic,Nova Scotia,35,41.23,-21.51,0.09,1.26,Corporate,Regular Air,-0.5217074945428087,2010-02-01,2010,True
20455,2010-06-28,V 3600 Series,Technology,Telephones and Communication,Atlantic,Nova Scotia,7,381.1995,-233.56,0.08,65.99,Corporate,Express Air,-0.612697550757543,2010-06-01,2010,True
20642,2012-05-19,Avery 506,Office Supplies,Labels,Atlantic,Nova Scotia,32,135.2,59.4,0.02,4.13,Consumer,Regular Air,0.4393491124260355,2012-05-01,2012,False
21379,2011-01-14,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs & Chairmats,Atlantic,Nova Scotia,35,5428.49,-1046.78,0.05,150.89,Corporate,Delivery Truck,-0.1928307871986501,2011-01-01,2011,True
21766,2009-06-01,Hon Every-Day¨ Chair Series Swivel Task Chairs,Furniture,Chairs & Chairmats,Atlantic,Nova Scotia,41,5178.17,531.69,0.03,120.98,Consumer,Delivery Truck,0.10267913181683877,2009-06-01,2009,False
21766,2009-06-01,Artistic Insta-Plaque,Furniture,Office Furnishings,Atlantic,Nova Scotia,32,535.24,216.43,0.01,15.68,Consumer,Regular Air,0.40436066063821835,2009-06-01,2009,False
22053,2010-08-21,Poly Designer Cover & Back,Office Supplies,Binders and Binder Accessories,Atlantic,Nova Scotia,32,563.08,112.97,0.1,18.99,Corporate,Regular Air,0.2006286850891525,2010-08-01,2010,False
22368,2010-02-19,Verbatim DVD-R 4.7GB authoring disc,Technology,Computer Peripherals,Atlantic,Nova Scotia,5,192.12,-74.85,0.04,39.24,Consumer,Regular Air,-0.38960024984384756,2010-02-01,2010,True
22368,2010-02-19,Hewlett-Packard 2600DN Business Color Inkjet Printer,Technology,Office Machines,Atlantic,Nova Scotia,33,3917.61,40.76,0.08,119.99,Consumer,Delivery Truck,0.010404302623283072,2010-02-01,2010,False
22368,2010-02-19,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage & Organization,Atlantic,Nova Scotia,34,2788.04,-849.18,0.01,80.98,Consumer,Regular Air,-0.30457956126884833,2010-02-01,2010,True
22885,2009-11-23,Martin-Yale Premier Letter Opener,Office Supplies,"Scissors, Rulers and Trimmers",Atlantic,Nova Scotia,4,56.47,-29.9,0.05,12.88,Home Office,Regular Air,-0.5294846821321055,2009-11-01,2009,True
22947,2009-12-18,Aluminum Document Frame,Furniture,Office Furnishings,Atlantic,Nova Scotia,19,216.25,58.84,0.09,12.22,Consumer,Regular Air,0.27209248554913296,2009-12-01,2009,False
23844,2009-07-06,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,Atlantic,Nova Scotia,40,1861.36,627.85,0.0,42.98,Home Office,Regular Air,0.33730713027034,2009-07-01,2009,False
23844,2009-07-06,Holmes HEPA Air Purifier,Office Supplies,Appliances,Atlantic,Nova Scotia,42,937.62,187.2,0.03,21.78,Home Office,Regular Air,0.1996544442311384,2009-07-01,2009,False
23844,2009-07-06,Avery 520,Office Supplies,Labels,Atlantic,Nova Scotia,11,33.02,8.4,0.08,3.15,Home Office,Regular Air,0.25439127801332523,2009-07-01,2009,False
24039,2012-07-17,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Technology,Computer Peripherals,Atlantic,Nova Scotia,5,199.16,-64.87,0.1,40.98,Corporate,Regular Air,-0.3257180156657964,2012-07-01,2012,True
25347,2009-06-12,Xerox 1906,Office Supplies,Paper,Atlantic,Nova Scotia,28,967.27,309.31,0.07,35.44,Corporate,Regular Air,0.3197762775646924,2009-06-01,2009,False
25825,2012-07-19,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,Paper,Atlantic,Nova Scotia,45,483.74,206.27,0.02,10.31,Corporate,Regular Air,0.4264067474263034,2012-07-01,2012,False
25825,2012-07-19,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Pens & Art Supplies,Atlantic,Nova Scotia,27,159.65,-1.79,0.06,5.85,Corporate,Regular Air,-0.01121202630754776,2012-07-01,2012,True
26304,2011-03-19,3285,Technology,Telephones and Communication,Atlantic,Nova Scotia,43,7452.137,2028.36,0.02,205.99,Corporate,Regular Air,0.2721850121649669,2011-03-01,2011,False
26726,2012-12-27,"Eureka Sanitaire ¨ Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,Atlantic,Nova Scotia,37,173.11,-121.58,0.02,4.37,Small Business,Regular Air,-0.7023279995378661,2012-12-01,2012,True
26726,2012-12-27,Hoover¨ Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,Atlantic,Nova Scotia,11,86.68,-474.91,0.08,3.48,Small Business,Regular Air,-5.47888786340563,2012-12-01,2012,True
26726,2012-12-27,Avery Legal 4-Ring Binder,Office Supplies,Binders and Binder Accessories,Atlantic,Nova Scotia,41,833.51,364.99,0.05,20.98,Small Business,Regular Air,0.4378951662247604,2012-12-01,2012,False
27266,2011-09-08,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Technology,Computer Peripherals,Atlantic,Nova Scotia,9,1031.06,39.36,0.03,115.79,Corporate,Regular Air,0.03817430605396388,2011-09-01,2011,False
27396,2010-12-08,DAX Solid Wood Frames,Furniture,Office Furnishings,West,British Columbia,14,138.31,-31.16,0.07,9.77,Corporate,Regular Air,-0.225291012941942,2010-12-01,2010,True
28480,2009-03-15,Newell 310,Office Supplies,Pens & Art Supplies,West,British Columbia,17,30.62,-1.56,0.01,1.76,Corporate,Regular Air,-0.05094709340300457,2009-03-01,2009,True
29158,2011-10-20,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs & Chairmats,West,British Columbia,12,2266.7,180.8,0.07,200.98,Home Office,Delivery Truck,0.07976353288922224,2011-10-01,2011,False
29409,2011-01-13,BASF Silver 74 Minute CD-R,Technology,Computer Peripherals,West,British Columbia,23,38.99,-33.52,0.09,1.7,Home Office,Regular Air,-0.859707617337779,2011-01-01,2011,True
29956,2009-08-14,Newell 307,Office Supplies,Pens & Art Supplies,West,British Columbia,48,80.33,-12.95,0.09,1.82,Consumer,Regular Air,-0.16121000871405453,2009-08-01,2009,True
30341,2009-01-31,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs & Chairmats,West,British Columbia,42,6244.18,470.3,0.09,160.98,Home Office,Delivery Truck,0.07531813624847458,2009-01-01,2009,False
30341,2009-01-31,Avery 51,Office Supplies,Labels,West,British Columbia,41,239.75,105.91,0.09,6.3,Home Office,Regular Air,0.44175182481751823,2009-01-01,2009,False
30341,2009-01-31,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,West,British Columbia,30,150.2,62.46,0.0,4.98,Home Office,Regular Air,0.41584553928095874,2009-01-01,2009,False
30467,2009-08-15,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders and Binder Accessories,West,British Columbia,5,2019.65,289.88,0.05,420.98,Consumer,Regular Air,0.1435298195231847,2009-08-01,2009,False
30785,2009-07-03,Xerox 227,Office Supplies,Paper,West,British Columbia,7,55.81,-35.04,0.03,6.48,Home Office,Regular Air,-0.6278444723167891,2009-07-01,2009,True
30785,2009-07-03,Peel-Off¨ China Markers,Office Supplies,Pens & Art Supplies,West,British Columbia,38,373.07,149.53,0.07,9.93,Home Office,Regular Air,0.40080949955772377,2009-07-01,2009,False
31171,2009-04-08,Presstex Flexible Ring Binders,Office Supplies,Binders and Binder Accessories,West,British Columbia,37,161.02,32.19,0.08,4.55,Home Office,Regular Air,0.19991305427897152,2009-04-01,2009,False
31297,2012-08-18,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Pens & Art Supplies,West,British Columbia,39,679.95,-93.3,0.08,17.99,Corporate,Regular Air,-0.1372159717626296,2012-08-01,2012,True
31297,2012-08-18,Staples Colored Bar Computer Paper,Office Supplies,Paper,West,British Columbia,44,1579.56,699.64,0.01,35.44,Corporate,Regular Air,0.4429334751449771,2012-08-01,2012,False
31553,2009-01-10,Multimedia Mailers,Office Supplies,Envelopes,West,British Columbia,32,4906.85,1907.94,0.09,162.93,Corporate,Regular Air,0.3888319390240174,2009-01-01,2009,False
32706,2009-07-04,Okidata ML320 Series Turbo Dot Matrix Printers,Technology,Office Machines,West,British Columbia,5,2017.5,-663.51,0.03,399.98,Home Office,Delivery Truck,-0.32887732342007436,2009-07-01,2009,True
33122,2010-06-19,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Technology,Office Machines,West,British Columbia,21,8468.63,2819.96,0.0,400.97,Small Business,Delivery Truck,0.3329889250091219,2010-06-01,2010,False
33570,2012-12-16,Binder Posts,Office Supplies,Binders and Binder Accessories,West,British Columbia,46,265.88,-90.9,0.05,5.74,Corporate,Regular Air,-0.3418835564916504,2012-12-01,2012,True
33570,2012-12-16,Epson DFX5000+ Dot Matrix Printer,Technology,Office Machines,West,British Columbia,1,1500.82,-3381.99,0.01,1500.97,Corporate,Delivery Truck,-2.2534281259578095,2012-12-01,2012,True
33570,2012-12-16,i470,Technology,Telephones and Communication,West,British Columbia,19,3093.864,286.4,0.07,205.99,Corporate,Regular Air,0.09257032629747138,2012-12-01,2012,False
33893,2012-09-20,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,West,British Columbia,6,232.21,-14.03,0.0,35.89,Consumer,Regular Air,-0.06041944791352655,2012-09-01,2012,True
33893,2012-09-20,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Pens & Art Supplies,West,British Columbia,16,88.3,-12.14,0.09,5.85,Consumer,Regular Air,-0.13748584371460928,2012-09-01,2012,True
34599,2010-03-03,Deflect-O¨ Glasstiqueª Clear Desk Accessories,Furniture,Office Furnishings,West,British Columbia,26,191.55,7.17,0.08,7.7,Small Business,Regular Air,0.03743148003132341,2010-03-01,2010,False
34599,2010-03-03,Xerox 197,Office Supplies,Paper,West,British Columbia,29,938.86,22.21,0.05,30.98,Small Business,Regular Air,0.023656349189442517,2010-03-01,2010,False
34721,2010-11-01,Acme¨ Box Cutter Scissors,Office Supplies,"Scissors, Rulers and Trimmers",West,British Columbia,46,503.17,-10.21,0.01,10.23,Corporate,Regular Air,-0.020291352823101537,2010-11-01,2010,True
34787,2010-02-28,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Pens & Art Supplies,West,British Columbia,14,453.99,14.61,0.05,30.98,Corporate,Regular Air,0.03218132557985859,2010-02-01,2010,False
34791,2011-05-07,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,Office Furnishings,West,British Columbia,37,284.58,33.81,0.03,7.59,Home Office,Regular Air,0.11880666244992623,2011-05-01,2011,False
34791,2011-05-07,Multicolor Computer Printout Paper,Office Supplies,Paper,West,British Columbia,9,1010.26,271.5,0.01,104.85,Home Office,Regular Air,0.2687426998990359,2011-05-01,2011,False
34822,2012-07-10,"Memorex 80 Minute CD-R Spindle, 100/Pack",Technology,Computer Peripherals,West,British Columbia,23,990.5,323.73,0.04,43.98,Consumer,Regular Air,0.3268349318525997,2012-07-01,2012,False
34853,2011-09-29,DAX Wood Document Frame.,Furniture,Office Furnishings,West,British Columbia,49,651.9,-74.51,0.16,13.73,Small Business,Regular Air,-0.11429667126859949,2011-09-01,2011,True
35522,2010-10-25,US Robotics 56K V.92 External Faxmodem,Technology,Computer Peripherals,West,British Columbia,27,2575.01,231.46,0.09,99.99,Home Office,Regular Air,0.08988702956493372,2010-10-01,2010,False
36099,2010-09-17,Newell 340,Office Supplies,Pens & Art Supplies,West,British Columbia,32,85.49,5.72,0.08,2.88,Home Office,Regular Air,0.06690841034039069,2010-09-01,2010,False
36099,2010-09-17,Space Solutions Commercial Steel Shelving,Office Supplies,Storage & Organization,West,British Columbia,15,926.3,-503.8,0.09,64.65,Home Office,Regular Air,-0.5438842707546152,2010-09-01,2010,True
36359,2011-11-23,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,West,British Columbia,2,68.66,-29.6,0.06,30.98,Corporate,Regular Air,-0.4311098164870376,2011-11-01,2011,True
36901,2012-09-13,Xerox 1923,Office Supplies,Paper,West,British Columbia,30,201.09,-56.22,0.08,6.68,Corporate,Regular Air,-0.2795763091153215,2012-09-01,2012,True
37412,2012-08-03,Fiskars¨ Softgrip Scissors,Office Supplies,"Scissors, Rulers and Trimmers",West,British Columbia,17,191.67,6.02,0.03,10.98,Consumer,Regular Air,0.03140814942348829,2012-08-01,2012,False
38625,2010-11-17,US Robotics 56K V.92 External Faxmodem,Technology,Computer Peripherals,West,British Columbia,28,2752.0,336.47,0.06,99.99,Corporate,Express Air,0.1222638081395349,2010-11-01,2010,False
38625,2010-11-17,Wausau Papers Astrobrights¨ Colored Envelopes,Office Supplies,Envelopes,West,British Columbia,12,72.82,5.03,0.02,5.98,Corporate,Regular Air,0.06907443010162044,2010-11-01,2010,False
38656,2012-08-10,Avery 478,Office Supplies,Labels,West,British Columbia,13,64.46,25.16,0.01,4.91,Consumer,Regular Air,0.39031957803288864,2012-08-01,2012,False
38784,2011-02-03,Avery 51,Office Supplies,Labels,West,British Columbia,50,298.12,137.67,0.09,6.3,Home Office,Regular Air,0.46179390849322416,2011-02-01,2011,False
38882,2009-12-14,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs & Chairmats,West,British Columbia,37,4411.5,-1799.35,0.1,122.99,Consumer,Delivery Truck,-0.40787713929502434,2009-12-01,2009,True
39527,2011-04-17,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Ó x 11Ó",Office Supplies,Paper,West,British Columbia,29,213.35,63.78,0.01,6.88,Corporate,Regular Air,0.2989453948910242,2011-04-01,2011,False
39845,2009-09-06,Xerox 1896,Office Supplies,Paper,West,British Columbia,44,447.42,41.3,0.05,9.99,Home Office,Regular Air,0.09230700460417504,2009-09-01,2009,False
39877,2012-08-16,Stockwell Push Pins,Office Supplies,Rubber Bands,West,British Columbia,41,90.88,8.06,0.04,2.18,Home Office,Regular Air,0.08868838028169015,2012-08-01,2012,False
40259,2010-10-12,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Technology,Computer Peripherals,West,British Columbia,4,29.05,-20.9,0.08,4.98,Corporate,Express Air,-0.7194492254733218,2010-10-01,2010,True
41217,2011-07-13,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,West,British Columbia,23,1314.64,575.38,0.03,55.48,Consumer,Express Air,0.43767114951621733,2011-07-01,2011,False
41671,2012-12-03,"Acme¨ 8"" Straight Scissors",Office Supplies,"Scissors, Rulers and Trimmers",West,British Columbia,49,638.91,77.48,0.02,12.98,Corporate,Regular Air,0.12126903632749528,2012-12-01,2012,False
41927,2012-07-13,Xerox 1885,Office Supplies,Paper,West,British Columbia,46,2332.23,1085.93,0.02,48.04,Home Office,Express Air,0.4656187425768471,2012-07-01,2012,False
41988,2009-02-04,Panasonic KX-P1150 Dot Matrix Printer,Technology,Office Machines,West,British Columbia,33,4610.35,751.58,0.08,145.45,Home Office,Delivery Truck,0.1630201611591311,2009-02-01,2009,False
41988,2009-02-04,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs & Chairmats,West,British Columbia,18,610.07,-157.56,0.07,33.94,Home Office,Delivery Truck,-0.25826544494894027,2009-02-01,2009,True
41988,2009-02-04,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage & Organization,West,British Columbia,14,181.49,-29.54,0.1,13.43,Home Office,Regular Air,-0.16276378863849247,2009-02-01,2009,True
42692,2011-12-20,Xerox 1920,Office Supplies,Paper,West,British Columbia,41,248.86,-168.67,0.08,5.98,Small Business,Regular Air,-0.677770634091457,2011-12-01,2011,True
42692,2011-12-20,Xerox 227,Office Supplies,Paper,West,British Columbia,42,278.01,-202.31,0.03,6.48,Small Business,Regular Air,-0.7277076364159563,2011-12-01,2011,True
44007,2011-05-30,Newell 315,Office Supplies,Pens & Art Supplies,West,British Columbia,50,281.81,42.45,0.07,5.98,Consumer,Regular Air,0.15063340548596574,2011-05-01,2011,False
44450,2010-10-09,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Computer Peripherals,West,British Columbia,14,243.23,35.33,0.07,17.48,Corporate,Regular Air,0.14525346379969575,2010-10-01,2010,False
44450,2010-10-09,StarTAC Analog,Technology,Telephones and Communication,West,British Columbia,24,1326.51,58.17,0.03,65.99,Corporate,Regular Air,0.04385191216048127,2010-10-01,2010,False
44610,2011-03-10,Avery 506,Office Supplies,Labels,West,British Columbia,31,127.9,54.21,0.07,4.13,Consumer,Regular Air,0.4238467552775606,2011-03-01,2011,False
44999,2010-01-22,Xerox 220,Office Supplies,Paper,West,British Columbia,17,110.74,-70.31,0.09,6.48,Small Business,Regular Air,-0.6349106014087051,2010-01-01,2010,True
45025,2011-04-11,Avery Durable Binders,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,26,73.82,2.01,0.08,2.88,Corporate,Regular Air,0.027228393389325384,2011-04-01,2011,False
45248,2011-04-16,"Hoover Replacement Belts For Soft Guardª & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,Prarie,Manitoba,38,154.85,-136.55,0.05,3.95,Corporate,Regular Air,-0.8818211172102035,2011-04-01,2011,True
45248,2011-04-16,T28 WORLD,Technology,Telephones and Communication,Prarie,Manitoba,32,4941.7725,704.89,0.1,195.99,Corporate,Regular Air,0.1426391036819279,2011-04-01,2011,False
45249,2010-11-27,Accessory6,Technology,Telephones and Communication,Prarie,Manitoba,24,1155.5835,-127.0,0.04,55.99,Small Business,Regular Air,-0.10990118844722169,2010-11-01,2010,True
45570,2010-08-09,Avery Poly Binder Pockets,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,19,77.57,-67.49,0.0,3.58,Corporate,Regular Air,-0.870052855485368,2010-08-01,2010,True
45731,2009-08-10,Hon 94000 Series Round Tables,Furniture,Tables,Prarie,Manitoba,44,12689.87,-169.23,0.04,296.18,Consumer,Delivery Truck,-0.013335834015636093,2009-08-01,2009,True
46375,2010-08-26,Xerox 1932,Office Supplies,Paper,Prarie,Manitoba,24,905.32,389.07,0.02,35.44,Home Office,Regular Air,0.4297596429991605,2010-08-01,2010,False
46375,2010-08-26,232,Technology,Telephones and Communication,Prarie,Manitoba,16,1702.499,162.11,0.08,125.99,Home Office,Regular Air,0.09521885181724042,2010-08-01,2010,False
46885,2011-06-07,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Office Furnishings,Prarie,Manitoba,27,632.55,165.35,0.05,22.72,Corporate,Regular Air,0.2614022606908545,2011-06-01,2011,False
46885,2011-06-07,Colored Push Pins,Office Supplies,Rubber Bands,Prarie,Manitoba,48,90.96,-30.11,0.02,1.81,Corporate,Regular Air,-0.33102462620932277,2011-06-01,2011,True
46885,2011-06-07,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Office Furnishings,Prarie,Manitoba,32,1997.13,720.45,0.05,63.94,Corporate,Regular Air,0.3607426657253158,2011-06-01,2011,False
46948,2010-05-20,Wilson Jones¨ Four-Pocket Poly Binders,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,10,64.13,-28.97,0.1,6.54,Corporate,Regular Air,-0.45173865585529394,2010-05-01,2010,True
47267,2010-12-29,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,Prarie,Manitoba,24,492.71,67.01,0.02,19.98,Corporate,Regular Air,0.1360029226116783,2010-12-01,2010,False
47267,2010-12-29,KI Conference Tables,Furniture,Tables,Prarie,Manitoba,14,1042.06,-931.25,0.04,70.89,Corporate,Delivery Truck,-0.8936625530199797,2010-12-01,2010,True
47333,2011-09-07,Accessory24,Technology,Telephones and Communication,Prarie,Manitoba,16,760.2485,29.8,0.04,55.99,Home Office,Regular Air,0.03919770969623748,2011-09-01,2011,False
48167,2009-09-06,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs & Chairmats,Prarie,Manitoba,43,5041.46,-2136.66,0.06,122.99,Corporate,Delivery Truck,-0.4238177036017344,2009-09-01,2009,True
48167,2009-09-06,Xerox 224,Office Supplies,Paper,Prarie,Manitoba,45,282.98,-237.47,0.06,6.48,Corporate,Regular Air,-0.8391759134921195,2009-09-01,2009,True
48167,2009-09-06,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,Prarie,Manitoba,27,8817.71,-2946.05,0.09,349.45,Corporate,Delivery Truck,-0.3341060207242017,2009-09-01,2009,True
48230,2009-02-25,"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black",Furniture,Office Furnishings,Prarie,Manitoba,39,1140.26,387.2,0.04,29.18,Corporate,Express Air,0.33957167663515336,2009-02-01,2009,False
48230,2009-02-25,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage & Organization,Prarie,Manitoba,31,2645.8,-684.78,0.0,80.98,Corporate,Regular Air,-0.2588177488850253,2009-02-01,2009,True
48480,2010-01-02,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage & Organization,Prarie,Manitoba,32,11103.75,-522.59,0.1,370.98,Corporate,Delivery Truck,-0.04706428008555669,2010-01-01,2010,True
48614,2012-05-31,T28 WORLD,Technology,Telephones and Communication,Prarie,Manitoba,46,7965.9025,2311.96,0.01,195.99,Corporate,Regular Air,0.2902320233018167,2012-05-01,2012,False
48772,2009-05-12,Howard Miller 12-3/4 Diameter Accuwave DS ª Wall Clock,Furniture,Office Furnishings,Prarie,Manitoba,44,3202.25,991.26,0.09,78.69,Small Business,Regular Air,0.3095510968850027,2009-05-01,2009,False
48772,2009-05-12,Xerox 213,Office Supplies,Paper,Prarie,Manitoba,11,81.25,-44.54,0.01,6.48,Small Business,Regular Air,-0.5481846153846154,2009-05-01,2009,True
48772,2009-05-12,Newell 321,Office Supplies,Pens & Art Supplies,Prarie,Manitoba,18,57.17,-24.03,0.08,3.28,Small Business,Regular Air,-0.42032534546090605,2009-05-01,2009,True
48772,2009-05-12,Newell 351,Office Supplies,Pens & Art Supplies,Prarie,Manitoba,12,41.97,-37.03,0.05,3.28,Small Business,Regular Air,-0.8822968787228973,2009-05-01,2009,True
48772,2009-05-12,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Rubber Bands,Prarie,Manitoba,10,35.64,-0.71,0.05,3.58,Small Business,Regular Air,-0.019921436588103254,2009-05-01,2009,True
48800,2010-10-22,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers and Fax,Prarie,Manitoba,8,28761.52,285.11,0.04,3499.99,Home Office,Regular Air,0.009912897510284575,2010-10-01,2010,False
48931,2009-06-17,"Fellowes Basic 104-Key Keyboard, Platinum",Technology,Computer Peripherals,Prarie,Manitoba,33,750.66,120.05,0.0,20.95,Corporate,Regular Air,0.1599259318466416,2009-06-01,2009,False
48931,2009-06-17,Logitech Internet Navigator Keyboard,Technology,Computer Peripherals,Prarie,Manitoba,8,254.32,-117.39,0.01,30.98,Corporate,Regular Air,-0.46158383139352,2009-06-01,2009,True
48931,2009-06-17,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Office Furnishings,Prarie,Manitoba,42,2149.37,217.87,0.03,51.75,Corporate,Regular Air,0.10136458590191545,2009-06-01,2009,False
